# boa_stats: type,map,start_q,n,boa_exp_sum,boa_gen_sum,boa_sol_sum,setup_time_sum
# bcp_stats: type,map,start_q,ord_i,zone_i,piv_i,exp_sum,gen_sum,prune_sum,time_sum,bbar1_sum,bbar2_sum,solved,timed_out,n,error_sum,error_n
boa_stats,BAY,0,5,1129411,1494121,764,442.1770
bcp_stats,BAY,0,5,0,3,376785,1053020,546243,102.328000,3.86861412,1.88809189,5,0,5,0.0000000000,0
bcp_stats,BAY,0,5,0,4,327608,926463,495359,87.658000,5.00000000,1.25000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,5,1,0,435791,1172173,602375,115.834000,2.50000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,5,1,1,819720,1900217,1239061,216.129000,2.88089370,4.26441767,5,0,5,0.0000000000,0
bcp_stats,BAY,0,5,1,2,407252,1139572,569007,114.952000,3.42038377,3.38647829,5,0,5,0.0000000000,0
bcp_stats,BAY,0,5,1,3,405059,1135296,565506,114.546000,4.24574274,2.92539459,5,0,5,0.0000000000,0
bcp_stats,BAY,0,5,1,4,391939,1103493,548555,107.458000,5.00000000,2.50000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,5,2,0,401617,1119831,567388,111.342000,3.75000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,5,2,1,407285,1140928,567803,113.834000,3.94044685,4.63220884,5,0,5,0.0000000000,0
bcp_stats,BAY,0,5,2,2,407285,1142100,566631,118.212000,4.21019189,4.19323914,5,0,5,0.0000000000,0
bcp_stats,BAY,0,5,2,3,407285,1142327,566404,115.355000,4.62287137,3.96269730,5,0,5,0.0000000000,0
bcp_stats,BAY,0,5,2,4,407190,1142271,566176,114.209000,5.00000000,3.75000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,5,3,0,407285,1142609,566122,116.021000,5.00000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,6,0,0,14641,18588,25555,1.332000,1.25000000,5.00000000,5,0,5,0.0587869333,5
bcp_stats,BAY,0,6,0,1,23835,30655,40083,2.901000,1.82134055,3.89662651,5,0,5,0.0449067072,5
bcp_stats,BAY,0,6,0,2,26601,34494,44378,2.799000,2.63057566,2.57971743,5,0,5,0.0011068157,5
bcp_stats,BAY,0,6,0,3,35058,45906,57706,4.058000,3.86861412,1.88809189,5,0,5,0.0282427627,5
bcp_stats,BAY,0,6,0,4,18905,27513,28051,2.082000,5.00000000,1.25000000,5,0,5,0.0000000000,5
bcp_stats,BAY,0,6,1,0,32120,42110,54070,3.551000,2.50000000,5.00000000,5,0,5,0.0222434765,5
bcp_stats,BAY,0,6,1,1,35411,46351,58438,3.892000,2.88089370,4.26441767,5,0,5,0.0145696840,5
bcp_stats,BAY,0,6,1,2,35226,46813,56689,4.188000,3.42038377,3.38647829,5,0,5,0.0424899886,5
bcp_stats,BAY,0,6,1,3,40817,54247,63714,5.101000,4.24574274,2.92539459,5,0,5,0.0324610388,5
bcp_stats,BAY,0,6,1,4,25394,36484,38599,2.946000,5.00000000,2.50000000,5,0,5,0.0000000000,5
bcp_stats,BAY,0,6,2,0,38197,51466,61887,4.414000,3.75000000,5.00000000,5,0,5,0.0086652980,5
bcp_stats,BAY,0,6,2,1,37536,51740,58903,4.302000,3.94044685,4.63220884,5,0,5,0.0087898219,5
bcp_stats,BAY,0,6,2,2,36123,50345,56178,4.390000,4.21019189,4.19323914,5,0,5,0.0097000559,5
bcp_stats,BAY,0,6,2,3,32718,46331,49863,4.172000,4.62287137,3.96269730,5,0,5,0.0000000000,5
bcp_stats,BAY,0,6,2,4,31434,44727,47835,3.750000,5.00000000,3.75000000,5,0,5,0.0000000000,5
bcp_stats,BAY,0,6,3,0,35215,49895,54102,4.247000,5.00000000,5.00000000,5,0,5,0.0000000000,5
boa_stats,BAY,5,5,827804,1142519,816,440.3470
